commit_id,project,buggy,fix,year,author_date,la,ld,nf,nd,ns,ent,ndev,age,nuc,aexp,arexp,asexp
54ee5fa3d278fbfd4ee6850b6e20d04d0d10aea5,apache/flink,False,False,2010,1293103091,399,997,11,3,1,3.0385082386666804,0.181818181818182,0.363636363636364,1.0,11,11.0,7.0
62f30afabae369ce4a81e03457ee5999c59b9fb0,apache/flink,False,False,2010,1292598430,28,19,4,4,1,1.71107740838145,0.25,0.0,2.0,4,4.0,0.0
4cdb77107316f9ece891a9b5781ecf4c10fcb041,apache/flink,False,False,2010,1293039427,6,5,1,1,1,0.0,1.0,5.0,2.0,0,0.0,0.0
1dfad89e70b40f49ea724bf274ac2561d033a7d3,apache/flink,False,False,2010,1292864474,67,48,11,10,3,2.74974058271559,0.181818181818182,2.45454545454545,2.09090909090909,6,6.0,0.0054869684499314
fcf2afebfb123527f2a72be2392efb35c45ceb2a,apache/flink,False,False,2010,1293573614,120,110,25,8,1,3.51826624010137,0.08,11.16,2.28,15,15.0,10.0
e5a3a59b33d4d5877588e159db2f5bcea6bad7f4,apache/flink,False,False,2010,1293567165,63,13,5,5,2,1.13187741221888,0.2,10.4,2.4,14,14.0,0.07421875
ffbc7e177bca0a84d892514b138d6d208a87f64f,apache/flink,False,False,2010,1293065089,146,441,19,6,1,3.69358475700663,0.1052631578947369,0.842105263157895,1.47368421052632,10,10.0,6.0
717a37751aa46a8fcd8b46ec5a0c92d7ac43198d,apache/flink,False,False,2010,1292889759,382,654,28,8,2,4.0936922497834,0.0714285714285714,3.4285714285714306,2.25,8,8.0,0.05859375
944511cfc3ea634b0e9f6cabcf3deb630d25ae8e,apache/flink,False,False,2010,1292862362,234,214,20,14,4,3.35800580099725,0.05,3.0,2.0,2,2.0,1.25
7ddfb16a047c6de2e8a7f7be6ac43bf66e248e39,apache/flink,False,False,2010,1292889899,469,0,5,1,1,2.13067656423063,0.0,0.0,0.0,9,9.0,5.0
7d4e1eef17c32eef647c0f49e60f56484b8c2a87,apache/flink,False,False,2011,1298830273,1,1,1,1,1,0.0,2.0,2.0,3.0,105,105.0,6.0
f19fddc90836c4402cfded3cb5034baba5fc8978,apache/flink,False,False,2011,1315332995,11,5,2,1,1,0.8960382325345569,2.5,0.0,19.5,575,575.0,448.0
c8d666bd1ce4f4f9e7d8e7df6b03e843ffcec58c,apache/flink,False,False,2011,1317124815,177,18,16,7,1,3.06526813500966,0.25,2.8125,7.4375,39,39.0,36.0
fcc291c865425b0e554d3eed47ee682d6cb9117f,apache/flink,False,False,2011,1308418515,8,0,1,1,1,0.0,1.0,0.0,6.0,324,324.0,251.0
8e73a0893bc03c0210c25582c97271b582313bb1,apache/flink,False,False,2011,1298565227,1,1,1,1,1,0.0,1.0,0.0,2.0,11,11.0,6.0
978ee947514d094bebd289516afc00b72fb559cc,apache/flink,False,False,2011,1314287645,93,1,6,2,1,2.38989991060916,0.166666666666667,13.5,5.66666666666667,539,539.0,414.0
9567c621289e43282ccb1a95e21d6f26c0dad3df,apache/flink,False,False,2011,1296730241,0,241,4,3,1,1.77626056727514,0.5,27.0,2.5,44,44.0,33.0
8a55215739adcb17c95b371fd7cd193f5c075dac,apache/flink,False,False,2011,1322590597,199,43,9,4,1,2.76444833740826,0.666666666666667,0.111111111111111,8.66666666666667,764,764.0,604.0
47af572604b780839de6e38105f58f9bede317b2,apache/flink,False,False,2011,1314213694,17,2,1,1,1,0.0,1.0,0.0,1.0,288,288.0,180.0
08fc96044c60fe53b37934b97058dad90c7a9bcc,apache/flink,False,False,2011,1301681240,38,0,2,2,1,0.629249223856035,0.0,0.0,0.0,13,13.0,4.0
62e9820fdea79c82163031e8d415e5fe7a11f98c,apache/flink,False,False,2011,1295949569,444,0,1,1,1,0.0,0.0,0.0,0.0,64,64.0,49.0
5816f712f7152d2829545adca504bb913270f422,apache/flink,False,False,2011,1299766218,401,175,14,4,1,2.77028273048517,0.214285714285714,3.0,3.78571428571429,179,179.0,131.0
acfa5dbd4f7e09c9d34ae7a4c49757ca0dc84fb3,apache/flink,False,False,2011,1317838053,252,95,4,1,1,1.42299699254707,0.75,30.0,3.0,598,598.0,468.0
3af6a31c5075a93ac8fead47e0053d99ea3cba04,apache/flink,False,False,2011,1321484016,10,11,1,1,1,0.0,8.0,0.0,25.0,35,35.0,27.0
d9a2914d0c3fc866e16a2cc4b67f83198a71a16c,apache/flink,False,False,2011,1295637508,1,1,1,1,1,0.0,2.0,1.0,4.0,59,59.0,44.0
29115a2475824dfceaa221fc804e576baefa3ffb,apache/flink,False,False,2011,1311870099,205,8,5,3,1,1.3685383577009198,0.8,47.6,10.8,277,277.0,172.0
a7a40541e496d0170c034a6626ccf3cc537d8a9d,apache/flink,False,False,2011,1299179934,342,263,12,5,2,2.68036698825102,0.5,25.9166666666667,3.75,162,162.0,0.9589843695165842
f850e77d4ba974eab8ec51636ac58a90ab472d40,apache/flink,False,False,2011,1295636771,1,1,1,1,1,0.0,2.0,1.0,3.0,58,58.0,43.0
aac27b096d83d2badac6d2880ea6195c06cb8931,apache/flink,False,False,2011,1300740349,45,3,3,2,1,0.9405662399881728,0.666666666666667,4.0,6.33333333333333,172,172.0,108.0
33c84a57eb69c4f2c699f2233df22924d0945acc,apache/flink,False,False,2011,1296832304,38,11,1,1,1,0.0,1.0,0.0,2.0,6,6.0,6.0
42d2e9f2adaaca88970e52b1d1ff5a1af695b38c,apache/flink,True,False,2011,1307449959,154,8,3,2,1,0.7814240402992609,1.33333333333333,23.3333333333333,10.0,19,19.0,15.0
a17f89acb18183a20a12dba382519b4b3873b6fd,apache/flink,False,False,2011,1311945528,1,0,1,1,1,0.0,2.0,0.0,7.0,454,454.0,343.0
5dc0df588da9ff37e41685edfea041fd29371aed,apache/flink,False,False,2011,1302540577,1,1,1,1,1,0.0,2.0,4.0,8.0,90,90.0,53.0
e790119bd7536eb86e44e534c9caffb902d48d98,apache/flink,False,False,2011,1316794243,3072,2033,47,10,2,1.93356482631843,0.0851063829787234,5.46808510638298,4.74468085106383,88,88.0,0.0038292950916766
a309755a2bbbe06d2e83492991fe4b9f4b4f523d,apache/flink,False,False,2011,1313588517,103,103,16,5,1,3.1242890072618,0.3125,70.375,4.625,501,501.0,382.0
4414bb326a58314e7df0666582b0ac7a3d6b3cfa,apache/flink,False,False,2011,1319526411,199,263,9,1,1,2.4197088007376,0.666666666666667,5.33333333333333,14.8888888888889,11,11.0,5.0
977c974d5ad98b6d747346cfe046de9cb0d8a039,apache/flink,False,False,2011,1319566160,118,193,1,1,1,0.0,3.0,0.0,11.0,647,647.0,509.0
f77cd2448790a57eccb2213f2dd0f847012619e3,apache/flink,False,False,2011,1299244420,121,0,1,1,1,0.0,0.0,0.0,0.0,163,163.0,117.0
6ae66029c7ac5403fa9669f68c7678ff7d469c3c,apache/flink,False,False,2011,1297005585,21,10,2,2,1,0.869137580612638,1.0,24.0,4.5,106,106.0,81.0
c367c1b121ee441a94b3fc884c1b4db660c7366f,apache/flink,False,False,2011,1315235585,231,0,3,3,1,1.2223979777617,0.666666666666667,53.3333333333333,1.6666666666666698,567,567.0,440.0
effaff43fa5472a66eef633bbc8900f6cf29c25f,apache/flink,False,False,2011,1315581412,7,6,1,1,1,0.0,5.0,0.0,26.0,593,593.0,464.0
9c6125f2570f6721af163d385e6ec71728c2e501,apache/flink,False,False,2011,1302102011,0,1,1,1,1,0.0,4.0,4.0,9.0,225,225.0,145.0
3d8b3fa0c8d2b9228855e647d0f4abc7d872bdc4,apache/flink,False,False,2011,1314286764,6,6,1,1,1,0.0,1.0,1.0,2.0,538,538.0,413.0
ae24d240a37212f8c14dfa9b8a6a4095a1ba0e93,apache/flink,False,False,2011,1323174346,0,19,2,1,1,0.9980008838723,0.5,73.0,4.5,301,301.0,190.0
616a86a80cd22744d451cd8256534ea6370eb826,apache/flink,False,False,2011,1297871776,221,164,3,2,1,0.5179624931548429,1.0,0.0,8.33333333333333,81,81.0,65.0
6b360ebff0da7eaf5551bd6c0542a71b95efacf0,apache/flink,False,False,2011,1294418469,210,147,6,3,2,0.7263275554628108,0.166666666666667,17.5,1.6666666666666698,5,5.0,0.90625
e9995aa41c45c0e9ec2c3f6ce5ecb506f818b283,apache/flink,False,False,2011,1306770080,562,391,47,15,3,4.30376766071638,0.0851063829787234,8.48936170212766,1.85106382978723,32,32.0,0.500005709909227
31dfe401055319d19262ab1aaa2678712c9111d6,apache/flink,False,False,2011,1319006756,494,0,7,2,1,2.47291603843738,0.7142857142857142,59.4285714285714,4.71428571428571,9,9.0,1.0
4742c2c1c11f8b64a1697a0b3a026677943c5535,apache/flink,False,False,2011,1313592837,8,0,1,1,1,0.0,6.0,1.0,29.0,282,282.0,175.0
78cee55f0fc0c43885fc2254e2b14939e17224ee,apache/flink,False,False,2011,1294415088,2,2,1,1,1,0.0,2.0,0.0,3.0,4,4.0,3.0
f1a05b8f498444ef5cca676d955dbc09a3e79002,apache/flink,False,False,2011,1323255243,33,32,1,1,1,0.0,3.0,23.0,12.0,36,36.0,30.0
7441a9a2a718f36e9f5b9cd8f4d967f306de4708,apache/flink,False,False,2011,1320336416,145,17,1,1,1,0.0,4.0,15.0,15.0,238,238.0,170.0
f4efd998e53d8d715c6eafbd41892244a6c1a7a9,apache/flink,False,False,2011,1296255497,188,113,3,3,1,0.499576723032194,0.666666666666667,14.666666666666698,3.6666666666666696,36,36.0,26.0
22e0284e5d6cf9a53aa38b4142dd4b8543b8f798,apache/flink,False,False,2011,1323270468,20,98,5,2,1,0.843766906301735,1.8,45.0,10.8,305,305.0,194.0
35e2349b1701b9e3636c7be10c5409492cd9ad7a,apache/flink,False,False,2011,1315840272,10,0,2,1,1,1.0,0.0,0.0,0.0,12,12.0,9.0
44ce30f509fb52976b2f9b9536098825b218329c,apache/flink,False,False,2011,1303313736,440,103,14,3,2,3.2496354801483704,0.0714285714285714,4.42857142857143,2.0,15,15.0,0.0037841796875
f75f607d3bfee1e0d1c4ad03fe3138b6da33b1be,apache/flink,False,False,2011,1319811550,345,345,2,2,2,0.796002988753628,3.0,28.0,8.0,230,230.0,1.8471850071543
b7da564a568c38d7d2f8c43dd4388892eb2def3c,apache/flink,False,False,2011,1295895138,4,4,1,1,1,0.0,2.0,3.0,5.0,61,61.0,46.0
9ac7a4a1fc0ebf49ec7d79cac7585b8783b1cf0d,apache/flink,False,False,2011,1314711988,2,2,2,1,1,1.0,1.0,25.0,6.5,12,12.0,10.0
a6a1af411a23b2998218a202feaaea28805d25ef,apache/flink,False,False,2011,1295365855,201,25,4,3,1,1.5210786651948702,0.5,8.0,2.75,47,47.0,37.0
33cd83657501755466a31da681f7e96ebbbed08c,apache/flink,False,False,2011,1296769545,204,30,8,4,2,2.70753673029145,0.375,13.125,2.5,51,51.0,0.0645140985870358
ce0325c3d9e456265ae78effa23d82e6f378909b,apache/flink,False,False,2011,1294845830,173,17,11,2,1,3.11222177509646,0.181818181818182,20.5454545454545,2.45454545454545,22,22.0,17.0
