commit_id,project,buggy,fix,year,author_date,la,ld,nf,nd,ns,ent,ndev,age,nuc,aexp,arexp,asexp
a473f3773342695cdb47e3ae4fe432b81e7787fd,apache/hadoop,False,False,2009,1260401151,243,36,5,3,2,1.8650663085896293,3.8,58.8,33.4,13,13.0,1.249755859375
8d6c5c41f255b804e89338562acfcc92e0829606,apache/hadoop,False,False,2009,1259802855,4,0,2,2,2,1.0,9.0,98.5,70.5,10,10.0,1.248046875
64f537da0a216055d5b6eae49a2a9129189cacbf,apache/hadoop,False,False,2009,1254935257,38,10,2,2,2,0.3372900666170139,8.5,12.5,53.0,13,13.0,1.999755859375
ec8208f5d3480c20f7ad122c5b95bc9a6adafb20,apache/hadoop,False,False,2009,1250237770,32,2,2,2,2,0.4305518670104389,6.0,25.5,22.5,0,0.0,0.0
d09ade4d0b64c1f0f629fe9361d511ed905732c6,apache/hadoop,False,False,2009,1252374077,19,5,3,2,2,1.04085208297275,5.33333333333333,11.333333333333302,26.0,0,0.0,0.0
f6990e06b4d2dbffb2758ab89ef855ba3947bcf3,apache/hadoop,False,False,2009,1258937969,25,13,3,3,2,1.2527600792296698,6.0,3.3333333333333304,47.6666666666667,22,22.0,1.87496852874756
53c127013ce1d751f0dac6d1d0f99ea8161f4d2c,apache/hadoop,False,False,2009,1248388106,20,9,2,2,2,0.479832023616128,5.0,32.5,15.5,0,0.0,0.0
e5b72486820be078f10aab6cc0e2680fb5203b16,apache/hadoop,False,False,2009,1250503596,3,966,3,2,2,0.521558637537228,4.33333333333333,20.6666666666667,18.3333333333333,1,1.0,1.0
7be6fc4e5d1a4db76be02d221079d78c55c28c49,apache/hadoop,False,False,2009,1249276019,24,22,10,2,2,2.8417973629660804,1.1,32.4,4.6,1,1.0,0.5
2aee3eda33cacbc6c6dae944b97b9e0676e556ef,apache/hadoop,False,False,2009,1252107480,64,0,4,3,2,1.09270136766151,4.0,4.0,19.0,5,5.0,1.1875
758f8a5abec5315a3ca758807aedb395d253d715,apache/hadoop,False,False,2009,1253301209,192,3,3,2,2,1.086226458854,5.66666666666667,0.0,30.0,18,18.0,1.9969787597656203
0294c49df60150bd9b363af5cfbc312222c12c69,apache/hadoop,False,False,2009,1253226435,2369,40,9,2,2,1.80399275999745,1.88888888888889,26.11111111111111,10.7777777777778,6,6.0,1.96875
373bf85f56b1d7064546517b2dd403208f7615f8,apache/hadoop,False,False,2009,1253592765,34,64,2,2,2,0.1437261699393819,8.5,1.5,50.5,11,11.0,1.9990234375
4a4dd27571c44b2374d6a909a88bdd04817b0f11,apache/hadoop,False,False,2009,1252407375,31,81,4,3,2,1.4212076264503797,4.25,0.0,22.25,6,6.0,1.96875
09ec9c4ffcb2f6c88a5303e88e7ae42a179eca2a,apache/hadoop,False,False,2009,1258777322,7,3,2,2,2,0.881290899230693,9.0,3.0,73.0,21,21.0,1.8749680519104
cf3d3a0643ace6f4b4bc2c6ff434bbff249e92a3,apache/hadoop,False,False,2009,1246468842,6,2,2,2,2,0.954434002924965,3.0,21.5,8.0,0,0.0,0.0
6145503acf2f8477de58b2178e8a0894ba2e87d9,apache/hadoop,False,False,2009,1251853234,1,40,3,2,2,1.28155310820291,5.0,0.666666666666667,20.6666666666667,7,7.0,1.859375
fb6308f280ad30a61757f988e21b424e64fce03f,apache/hadoop,False,False,2009,1245453161,99,6,3,2,2,1.07725235562767,0.333333333333333,11.0,1.33333333333333,12,12.0,0.9951171875
ae93ba7501d95e9d26a29de25f4cc39e5225ca20,apache/hadoop,False,False,2009,1261099745,425,13,11,5,2,2.81224562114597,1.72727272727273,70.4545454545455,15.727272727272696,0,0.0,0.0
51d1c6ffa711b02f14b996204dfda66b01f88851,apache/hadoop,False,False,2009,1251928894,19,12,3,3,3,1.13573959695104,5.0,70.6666666666667,21.0,0,0.0,0.0
1ecee2e06287a7dbc93da7e6b37431b0fe053e7f,apache/hadoop,False,False,2009,1255738959,3,8,2,2,2,0.845350936622437,9.0,13.5,61.0,17,17.0,1.87495422363281
0243cf3672d507f5400de009c752fc698dde7890,apache/hadoop,False,False,2009,1253651203,616,2,4,2,2,0.7519041467903299,4.25,0.0,24.5,12,12.0,1.99951171875
a13237975d02b3db913b95845d4b8d6d22f2bac7,apache/hadoop,False,False,2009,1246398300,98,0,4,3,2,1.61135095829506,1.75,17.0,4.75,1,1.0,1.0
8bd2486b519ed6dcdc638843514d9034b7f3c49f,apache/hadoop,False,False,2009,1247797086,533,7,5,3,2,1.14004440575849,1.8,23.2,5.4,6,6.0,1.96875
ea5db0c5ab1b80a90aa3f2e2527b8a71e377c605,apache/hadoop,False,False,2009,1261013433,424,378,7,2,2,1.89119788115635,2.71428571428571,41.2857142857143,24.71428571428569,17,17.0,1.99998474121094
76a77aea78301c6b632d06d20520abc8a21d4cb0,apache/hadoop,False,False,2009,1250895004,85,63,11,6,2,3.00744125482233,1.27272727272727,54.1818181818182,6.5454545454545485,5,5.0,1.8125
