commit_id,project,buggy,fix,year,author_date,la,ld,nf,nd,ns,ent,ndev,age,nuc,aexp,arexp,asexp
472723f1cccb8cb1e74ef52e47ccb2fbdc6c3e3d,apache/kafka,False,False,2011,1317930483,0,1339,23,8,1,3.67449721575863,0.0869565217391304,63.9565217391304,1.1304347826087,17,17.0,0.0
21da30456f4c23aae1f40b3446f74565d5b6d917,apache/kafka,True,False,2012,1328669994,747,2479,32,9,1,3.7523334705981295,0.15625,63.0625,4.59375,54,54.0,43.0
60d0587e8fca7197683b55e00537c32ddee4795d,apache/kafka,True,False,2012,1353020085,136,69,16,8,3,2.5878611341615496,0.5,30.3125,16.4375,36,28.5,1.16664213516768
14b42f795641e13f9703286a527015cbf99a7788,apache/kafka,True,True,2012,1348773608,477,177,25,11,3,4.0725692171133705,0.28,34.16,12.04,4,4.0,0.3950617283950621
3310531d8752c9d19bf3083f9b0c062c2578ba52,apache/kafka,True,True,2012,1348709634,35,45,6,4,1,2.37188074050818,1.16666666666667,9.66666666666667,12.166666666666698,143,133.0,125.0
081f0d2353ffb86db3aa3a5080e00b0b0aee7c4a,apache/kafka,True,False,2012,1348502924,364,2,2,2,2,0.0868905182727847,0.5,160.5,0.5,140,132.0,0.992015776457265
c0e190cdefabc7c59b11bbe0de843baec78efe3f,apache/kafka,True,False,2012,1333757091,1411,937,70,19,5,4.46559972287987,0.0857142857142857,81.6857142857143,3.95714285714286,84,84.0,0.248705151960469
739b2df6806c10b934f69e6181555fccb85cd9b8,apache/kafka,False,False,2012,1355686096,670,3,3,2,1,0.332144719493388,2.3333333333333304,1.6666666666666698,17.3333333333333,1,1.0,1.0
2552a2488f2674e2fc3abea02272e85ff13a3ee4,apache/kafka,False,False,2012,1328569854,107,40,3,2,1,1.32230578885331,0.666666666666667,182.666666666667,1.6666666666666698,55,55.0,5.0
8c884ee6a6433745e68febdc68f0b22520a7e335,apache/kafka,True,False,2012,1353102936,2,39,2,2,1,0.534943699097107,1.5,141.0,3.0,37,29.5,30.0
98f64070891a34e3a8b3f0483a7f5397b8a6933b,apache/kafka,True,True,2012,1350408646,63,55,10,8,4,2.9254400897760404,0.8,23.3,12.3,94,79.0,0.333333333099346
ee855fe1aa4a4f549c9d91c81ee53f448828d81a,apache/kafka,True,False,2012,1344917847,344,389,34,15,5,3.94120892798401,0.235294117647059,25.7647058823529,12.8823529411765,105,101.5,0.248705151960469
ba58c9a7040e778b6c8cf9dc59d97858c2617afe,apache/kafka,True,False,2012,1347310043,85,174,15,8,2,3.28562303764216,0.5333333333333329,71.6,13.8666666666667,130,123.0,0.925731596536934
295734f6abb69d0c184faa0085ca198040b2adbf,apache/kafka,True,True,2013,1359744360,108,173,6,5,2,1.8425375563938893,1.33333333333333,142.833333333333,8.33333333333333,0,0.0,0.0
d925b157f42b13cb410a86e8850c23a11de3d2f1,apache/kafka,True,True,2013,1361744841,244,133,6,5,2,0.289980986454538,1.5,15.666666666666698,29.3333333333333,129,99.5,0.9999830429637
66b103895720700c5ea47e8f75a1105aca6e9342,apache/kafka,True,True,2013,1364489642,64,46,4,3,2,1.10776804215776,1.75,83.5,7.5,146,114.0,0.999979436880816
7fd9268f7b89afa2e41b526f1f4d7bfc90a519cf,apache/kafka,True,False,2013,1363361473,9,1,1,1,1,0.0,4.0,8.0,10.0,140,110.0,100.0
eae1bd52ef1d991834151898e768e57de8bb07bf,apache/kafka,True,True,2013,1362603279,94,95,8,5,1,2.21450406222714,1.375,6.125,27.625,9,9.0,8.0
74e22092519270428c067a5209ec3028e0745bea,apache/kafka,False,False,2014,1395165319,18,14,1,1,1,0.0,2.0,25.0,2.0,298,170.333333333334,12.0
d0c019a07ee63a8c31de2d60513ed8f03494e348,apache/kafka,False,False,2014,1403131316,5,2,1,1,1,0.0,4.0,7.0,20.0,58,52.5,24.0
7e154a36f74ad0ea7e0f6d48b71a5a73d99330e7,apache/kafka,False,False,2014,1392247808,36,31,2,1,1,0.9869444983748492,0.5,5.0,1.0,32,27.5,10.0
