commit_id,project,buggy,fix,year,author_date,la,ld,nf,nd,ns,ent,ndev,age,nuc,aexp,arexp,asexp
06a456ec1670fb26a86f8a18f5b55017ac961f39,apache/groovy,True,False,2003,1064916954,223,33,7,5,2,2.21368713000046,0.14285714285714302,1.85714285714286,12.142857142857098,104,104.0,0.000606057264125334
79f50a10e7688279664146bb3c18837dada370a4,apache/groovy,False,False,2003,1071086882,138,10,9,3,1,1.6924768042865102,0.33333333333333304,32.3333333333333,11.7777777777778,287,287.0,228.0
42437917f185f8efa3d947fae3bb08b584504650,apache/groovy,False,False,2003,1072801387,69,20,2,2,1,0.5999108763872211,1.5,9.5,16.5,366,366.0,281.0
b6616e5fb6d537229d307cf8647ef483468175a6,apache/groovy,True,False,2003,1072694298,52,2,2,2,1,0.38094658570539003,1.0,6.0,14.0,364,364.0,279.0
5d0abaebf0bd4b5d98f9ef173f23b3be5e6fb37f,apache/groovy,True,False,2003,1070542250,256,348,8,4,1,0.489213337352131,0.375,13.625,20.0,253,253.0,199.0
6ffeb5b3727c94e7ce6338be1a38b06344db9843,apache/groovy,True,False,2003,1067476255,63,51,6,2,1,1.70457605884729,0.166666666666667,3.5,0.833333333333333,160,160.0,121.0
a03930c1046a323bc1ade98605c24c7032ae67b2,apache/groovy,True,False,2003,1065720260,1047,126,32,13,4,4.14065686715662,0.09375,1.375,6.4375,137,137.0,0.318435912350954
d5166cb9237df134d018db74429c505e62de596d,apache/groovy,True,False,2003,1067549885,287,190,10,5,1,2.7244885799333,0.2,6.0,9.1,170,170.0,129.0
7038de91ca407b907c8a07c0e0b94e48ae1d4cc3,apache/groovy,True,False,2003,1071153302,501,423,17,7,1,3.4587828010445603,0.17647058823529396,25.8823529411765,10.4705882352941,288,288.0,229.0
c0d7b88427a76246ac539cde0f1afddef503d97e,apache/groovy,True,False,2003,1068874930,1129,311,39,12,2,4.20541917410465,0.0512820512820513,15.7179487179487,8.92307692307692,208,208.0,0.000606057264125334
8725e3e7ddc59020d26741095c32e6a67ebcf49c,apache/groovy,True,False,2003,1070307314,134,9,4,2,1,1.7777887513787902,0.75,1.0,21.5,241,241.0,187.0
20a38d9b2a87c052a4db498f16fef549e330474c,apache/groovy,False,False,2003,1064513684,198,13,5,4,2,1.99752069496779,0.2,0.0,8.4,98,98.0,0.000606057264125334
97a05fa1e40ba174a20a2270f8ac9f861dd70ad8,apache/groovy,False,False,2003,1070392402,33,10,5,3,1,1.89106494855711,0.8,0.0,27.6,250,250.0,196.0
48a2a52233d07135908162e23f3f85d970dbbab7,apache/groovy,True,False,2003,1065466025,792,71,16,6,2,2.67890895983262,0.125,0.4375,6.625,125,125.0,0.000606057264125334
3ba1012170a4faa0b4ba9ef61cee1525fcbfd61c,apache/groovy,False,False,2003,1067773968,136,47,11,9,5,2.6611249790512796,0.18181818181818202,3.09090909090909,17.4545454545455,183,183.0,0.20199795118108305
